fileid,mic_file,duration_sec,predicted_doa_count,predicted_doas,selected_enhanced_index,selected_doa,selected_rms,selected_enhanced_file,gt_dominant_spk1_doa,selected_doa_error_deg,gt_text_file,wer,edit_distance,ref_words,reference,hypothesis,ipdnet2_sec,dsenet_sec,whisper_sec,total_sec,ipdnet2_rtf,dsenet_rtf,whisper_rtf,total_rtf,under_realtime
247,mic_fileid_247_doa22_3spk.wav,16.1065,3,"20,26,322",0,20,0.05080329968089657,enhanced_fileid_247_pred20_idx0_loudest.wav,22,2.0,text_fileid_247_doa22_spk1.txt,0.08333333333333333,3,36,WHEN TWO MOUTHS RENDERED SACRED BY LOVE APPROACH TO CREATE IT IS IMPOSSIBLE THAT THERE SHOULD NOT BE ABOVE THAT INEFFABLE KISS A QUIVERING THROUGHOUT THE IMMENSE MYSTERY OF STARS THESE FELICITIES ARE THE TRUE ONES,"When two mouths, rendered sacred by love, approach to create, it is impossible there should not be above that ineffable kiss, acquiring throughout the immense mystery of stars. These felicities are the true ones.",0.1445895599999858,4.728253172999757,0.41692009600001256,5.289762828999756,0.008977093719925855,0.2935618025641671,0.025885207586999817,0.3284241038710928,1
248,mic_fileid_248_doa106_3spk.wav,15.853625,3,"48,103,239",1,103,0.05665938624408029,enhanced_fileid_248_pred103_idx1_loudest.wav,288,175.0,text_fileid_248_doa288_spk1.txt,1.303030303030303,43,33,THEN THEY TOLD HIM ABOUT THE CELEBRATION AND MISTER CROW BEGAN TO LAUGH WHAT ARE YOU GOING TO DO NEXT HE ASKED WE'RE A GOING TO SEND BROWNIE BEAVER OVER TO PLEASANT VALLEY,"Which made me sort of gather that he had to keep on performing, because the tinderfoot was still in the saddle. He was. And he never pulled a plethora. No sir, he never touched the bucket strap, but just sat there with his teeth set.",0.155645148000076,4.490061413999683,0.4999659560003238,5.145672518000083,0.009817637795777054,0.28321985754044793,0.03153638085928763,0.3245738761955126,1
249,mic_fileid_249_doa29_3spk.wav,16.082625,3,"29,85,204",1,85,0.031652953080400864,enhanced_fileid_249_pred85_idx1_loudest.wav,85,0.0,text_fileid_249_doa85_spk1.txt,0.0625,2,32,HE SPOKE I SWORE TO KEEP THE SECRET I HAVE KEPT IT AS LONG AS I COULD MEN OF DARK LIVES ARE FAITHFUL AND HELL HAS ITS HONOUR NOW SILENCE IS USELESS,"He spoke. I swore to keep the secret. I have kept it as long as I could. Men of dark lives are thankful, and hell has its honor. Now, silence is useless.",0.1426855899999282,4.65906885000004,0.40565037900023526,5.207404819000203,0.008872033638782736,0.2896957959288387,0.025222896075748534,0.32379072564336997,1
250,mic_fileid_250_doa95_3spk.wav,16.643875,3,"89,99,180",0,89,0.02913479058058622,enhanced_fileid_250_pred89_idx0_loudest.wav,95,6.0,text_fileid_250_doa95_spk1.txt,0.2972972972972973,11,37,AND VARIOUS OTHER MASCULINE TRIFLES FILLING IN THE INTERSTICES OH THEY GASPED IN BREATHLESS CHORUS THEY BELONG TO HIM CONNY MURMURED FERVENTLY PATTY NODDED AND WHEN I SHOWED UNCLE TOM THAT SUIT CASE HE NEARLY DIED LAUGHING,"and various other masculine trifles filling in the interstices. Oh, they gasped and Brussels chorus. They belonged to him, Connie murmured furiously, patting on it, and when I showed him before that suit came he nearly died laughing.",0.14969193800016,4.895895384000141,0.46484390099976736,5.510431223000069,0.008993815322463067,0.29415598134449705,0.027928826730540052,0.33107862339750016,1
251,mic_fileid_251_doa23_3spk.wav,17.013,3,"24,70,183",0,24,0.062073495051777575,enhanced_fileid_251_pred24_idx0_loudest.wav,23,1.0,text_fileid_251_doa23_spk1.txt,0.22916666666666666,11,48,AND BIDDING THE OTHERS KEEP A SHARP LOOKOUT MYLES SHINNED UP THIS TREE AND CHOOSING ONE OF THE THICKER LIMBS CLIMBED OUT UPON IT FOR SOME LITTLE DISTANCE THEN LOWERING HIS BODY HE HUNG AT ARM'S LENGTH THE BRANCH BENDING WITH HIS WEIGHT AND SLOWLY LET HIMSELF DOWN,"and bit in the others keep a sharp look out, Miles shinned up this tree, and she's in one of the thicker limbs climbed out upon it for some little distance. Then, lorryed his body, he hugged at arm's length, the branch bent in with his weight, and slowly let himself down.",0.14170232600008603,5.069097519000479,0.5561010100000203,5.766900855000586,0.008329061658736614,0.29795435954860866,0.03268682830776584,0.33897024951511107,1
252,mic_fileid_252_doa54_3spk.wav,17.0335,3,"52,56,207",0,52,0.054257905308118026,enhanced_fileid_252_pred52_idx0_loudest.wav,54,2.0,text_fileid_252_doa54_spk1.txt,0.08,4,50,HE GREW QUITE OUT OF PATIENCE AT LAST AND CUT HIS WAY THRO THE INSULTING MOB WITH HIS RIVAL'S SABRE BUT HE DID NOT KNOW WHAT MEASURES TO PURSUE OR HOW TO RECTIFY SO GROSS A MISTAKE IT WAS NOT IN HIS POWER TO HAVE A SIGHT OF THE QUEEN,He drove quite out of patience at last and cut his way through the insulting log with his rival's saver. But he did not know what measures to pursue or how to rectify so gross a mistake. It was not in his power to have a sight of the queen.,0.15006821400038461,5.085614714000258,0.48243773799958944,5.718120666000232,0.00881018076146327,0.29856545712861465,0.028322877740898197,0.33569851563097614,1
253,mic_fileid_253_doa72_3spk.wav,14.65025,3,"64,77,343",2,343,0.045153856014926864,enhanced_fileid_253_pred343_idx2_loudest.wav,340,3.0,text_fileid_253_doa340_spk1.txt,0.029411764705882353,1,34,HABITUALLY HARDWORKING RARELY STARTLED BY LIFE'S SURPRISES VERY SKILLFUL WITH HIS HANDS EFFICIENT IN HIS EVERY DUTY AND DESPITE HIS HAVING A NAME THAT MEANS COUNSEL NEVER GIVING ADVICE NOT EVEN THE UNSOLICITED KIND,"Habitually hardworking, rarely startled by life's surprises, very skillful with his hands, efficient in his every duty, and despite his having a name that needs counsel, never giving advice, not even the unsolicited kind.",0.11953037499961283,4.133410272000219,0.3946114169998509,4.647552063999683,0.008158930734943965,0.28213923120767354,0.026935473251299528,0.31723363519391706,1
254,mic_fileid_254_doa102_3spk.wav,17.137375,3,"3,103,320",1,103,0.039026789171089246,enhanced_fileid_254_pred103_idx1_loudest.wav,304,159.0,text_fileid_254_doa304_spk1.txt,0.9767441860465116,42,43,WE WERE ABLE TO SWALLOW BUT A FEW MOUTHFULS OF THE REPAST AND OUR LUNCH BASKET WAS DRAWN ON AS SOON AS WE WERE ONCE MORE AFLOAT IT IS A GREAT PITY THAT SO MANY FARMERS WIVES ARE THE WRETCHED COOKS THEY ARE,"Mrs. Robie was pleased with Lily and Triggs, was addicted to the amusement of fostering love affairs, was fond of being thought to be useful in such manners, and was not averse to having presents given to her. She had married a vulgar man.",0.147845234000215,5.076808528999663,0.4665279800001372,5.691181743000016,0.008627064179911742,0.296241899882547,0.0272228378033472,0.33209180186580595,1
255,mic_fileid_255_doa122_3spk.wav,17.299125,3,"11,123,208",1,123,0.04230204867064628,enhanced_fileid_255_pred123_idx1_loudest.wav,122,1.0,text_fileid_255_doa122_spk1.txt,0.15625,5,32,SHE ADDED PULLING OUT HER WATCH BY ITS LEATHERN GUARD NOT TILL YOU'VE HAD LUNCH SAID MISSUS WILMINGTON RISING WITH THE LADIES YOU MUST STAY ANNIE I SHALL NOT EXCUSE YOU WELL,"She added, pulling out her watch by its leather guard. Not till you've had lunch, said Mrs. Womit and Rising with the ladies. You must stay, and I shall not excuse you. Well?",0.14608235800005787,5.117336924999563,0.40873778100012714,5.672157063999748,0.008444494042332076,0.29581478398471384,0.023627656369910453,0.3278869343969564,1
256,mic_fileid_256_doa87_3spk.wav,18.3735,3,"6,86,175",1,86,0.028695068248147274,enhanced_fileid_256_pred86_idx1_loudest.wav,87,1.0,text_fileid_256_doa87_spk1.txt,0.2619047619047619,11,42,GOOD BYE PRINCESS I WISH YOU HAPPINESS AND CONSOLATION AND HOPE TO MEET YOU AGAIN IN HAPPIER CIRCUMSTANCES IF YOU DON'T WANT TO MAKE ME BLUSH PLEASE DON'T THANK ME BUT THE PRINCESS IF SHE DID NOT AGAIN THANK HIM IN WORDS,"Goodbye, Princess. Now I should have it as a consolation, and hope to meet you again in happier circumstances. If you don't want to make me blush, please don't prank me. But, Princess, if she did not again thank you in words.",0.1539670339998338,5.554600441000275,0.47754774399982125,6.18611521899993,0.008379842381681976,0.30231585930825783,0.02599111459437893,0.33668681628431874,1
257,mic_fileid_257_doa223_3spk.wav,16.83375,3,"9,211,325",2,325,0.04959623071178015,enhanced_fileid_257_pred325_idx2_loudest.wav,323,2.0,text_fileid_257_doa323_spk1.txt,0.18421052631578946,7,38,THE MOST INTERESTING OF THE SHORT EXCURSIONS WE MADE FROM FORT WRANGELL WAS THE ONE UP THE STICKEEN RIVER TO THE HEAD OF STEAM NAVIGATION FROM MT SAINT ELIAS THE COAST RANGE EXTENDS IN A BROAD LOFTY CHAIN,The most interesting of the short excursions we made from Fort Radial was the one of the sticking river to the head of the team navigation. From Mount St. Elias the coast range extends in a broad lofty chain.,0.1508584759999394,4.895471599999837,0.41253505600025164,5.458865132000028,0.008961667839901355,0.2908128967104678,0.024506426435004183,0.32428099098537333,1
258,mic_fileid_258_doa105_3spk.wav,17.0025,3,"20,104,240",1,104,0.04191413707703735,enhanced_fileid_258_pred104_idx1_loudest.wav,233,129.0,text_fileid_258_doa233_spk1.txt,1.1290322580645162,35,31,IN THE MOST POLITE MANNER TO APPOINT A FRIEND WITH WHOM HE CAPTAIN M M MIGHT COMMUNICATE AND DESIRED THAT THE MEETING MIGHT TAKE PLACE WITH AS LITTLE DELAY AS POSSIBLE,"She was an indulgent parent, however, and really had little objection to Anna Jane abusing herself in this unusual way. It was only for Becca as the niece of the difficult, rent-squared that she raised Skruples.",0.14503504699996483,5.070629917000133,0.40712701800021023,5.622791982000308,0.008530218908981905,0.29822849092781256,0.023945126775486558,0.330703836612281,1
259,mic_fileid_259_doa21_3spk.wav,15.717875,3,"19,32,175",2,175,0.058603485331026724,enhanced_fileid_259_pred175_idx2_loudest.wav,171,4.0,text_fileid_259_doa171_spk1.txt,0.2903225806451613,9,31,A FEW HOURS LATER THAT SAME NIGHT HE RETURNS TO THE BATTERY ROOM AND SUCCEEDS IN RECOVERING THE PORTABLE INSTRUMENT TO DAY LIEUTENANT MACKINSON WHILE PURSUING AN INVESTIGATION OF THE AFFAIR,"A few hours later that same night he recursed into the bedroom and succeeds in recovering the chord instrument. Today, Lieutenant Neckon said while pursuing an investigation of the affair.",0.1422946780003258,4.493464990999655,0.3350788879997708,4.970838556999752,0.009053048074267406,0.2858824739985307,0.02131833266263861,0.3162538547354367,1
260,mic_fileid_260_doa135_3spk.wav,16.526875,3,"105,197,346",2,346,0.028412456388012056,enhanced_fileid_260_pred346_idx2_loudest.wav,250,96.0,text_fileid_260_doa250_spk1.txt,0.9722222222222222,35,36,WHEN THE MEDICINE I HAVE PUT UP IN THE HANDLE OF THE MACE IS HEATED WITH YOUR HAND IT WILL PENETRATE YOUR WHOLE BODY AND AS SOON AS YOU PERSPIRE YOU MAY LEAVE OFF THE EXERCISE,"and quite a touch of the sedentary quintet. She was not stuck by anything remarkably clever in this mischievous conversation, but she found her altogether very engaging, not in keeping any signs.",0.14654393899991192,4.837021760000425,0.3932823919999464,5.376848091000284,0.00886700837272091,0.2926761266119835,0.02379653697386508,0.3253396719585695,1
261,mic_fileid_261_doa122_3spk.wav,16.36375,3,"121,177,328",1,177,0.05716011612124157,enhanced_fileid_261_pred177_idx1_loudest.wav,176,1.0,text_fileid_261_doa176_spk1.txt,0.0,0,37,FRENCH BY HER MOTHER HER PROFICIENCY IN EITHER WAS NOT REMARKABLE AND SHE SHIRKED HER LESSONS IN BOTH WHENEVER SHE COULD WHAT A STRANGE UNACCOUNTABLE CHARACTER FOR WITH ALL THESE SYMPTOMS OF PROFLIGACY AT TEN YEARS OLD,"French by her mother. Her proficiency in either was not remarkable, and she shirked her lessons in both whenever she could. What a strange, unaccountable character, for with all these symptoms of profligacy at ten years old.",0.15410023800041017,4.716263237000021,0.47052042400036953,5.340883899000801,0.009417171369668333,0.28821408521885394,0.028753826231784862,0.32638508282030715,1
262,mic_fileid_262_doa98_3spk.wav,15.136875,3,"90,131,214",1,131,0.04089398292421099,enhanced_fileid_262_pred131_idx1_loudest.wav,226,95.0,text_fileid_262_doa226_spk1.txt,1.0303030303030303,34,33,FULL OF FLAUNTING BANNERS FULL OF THE MARCH AND PAGEANTRY OF OPENING WAR AND THE FEET OF THE PEOPLE WERE BEATING TIME TRAMP TRAMP HE WAS URGED TOWARDS THE DOOR HE OBEYED MECHANICALLY,A recipe tells us that crayfish can be preserved several days in baskets with fresh grafts such as the nettle or in a bucket with about 3-8-7 inch of water. More water would kill them.,0.13204904399981388,4.281759449999754,0.37086672500026907,4.784675218999837,0.008723666146401677,0.2828694463024735,0.02450087782321444,0.3160939902720897,1
263,mic_fileid_263_doa26_3spk.wav,16.489125,3,"26,55,164",1,55,0.049683898442278454,enhanced_fileid_263_pred55_idx1_loudest.wav,62,7.0,text_fileid_263_doa62_spk1.txt,0.08571428571428572,3,35,SHE WAS ANGRY WITH HERSELF BECAUSE SHE FELT THAT IN SPEAKING OF CONNISTON SHE HAD COLORED AND AS A MATTER OF FACT SHE GREATLY ADMIRED THE YOUNG LORD EVEN THOUGH THEY HAD ONLY MET ONCE,"She was angry with herself because she felt that in speaking of condoms then she had colored. And as a matter of fact, she greatly admired the young Lord. And though they had only met once.",0.14003482999987682,4.852472275999844,0.381177672999911,5.373684778999632,0.008492556760887967,0.29428318822253113,0.02311691329891131,0.3258926582823304,1
264,mic_fileid_264_doa124_3spk.wav,17.0365,3,"115,173,219",0,115,0.049880520597562386,enhanced_fileid_264_pred115_idx0_loudest.wav,124,9.0,text_fileid_264_doa124_spk1.txt,0.7837837837837838,29,37,WERE SO FULL OF AFFABILITY THAT THEY WOULD HAVE SHAKEN HANDS EVEN WITH THE BANKER'S SERVANTS SO MUCH DID THEIR GRATITUDE NEED AN OBJECT TO EXPEND ITSELF UPON ONE THING ABOVE ALL THE REST HEIGHTENED THE RESPECT,"We're still following the applicability that they would like to get out of the Delta Center. Don't let the drag that's being attached to the Delta's drop-off. Once we're above all the rest, I will never accept it.",0.1472313720000784,5.0749764769998364,0.9015401210003802,6.123747970000295,0.008642113814461796,0.2978884440465962,0.052918153435293644,0.35944871129635164,1
265,mic_fileid_265_doa188_3spk.wav,16.23875,3,"57,186,234",1,186,0.025150810072390565,enhanced_fileid_265_pred186_idx1_loudest.wav,292,106.0,text_fileid_265_doa292_spk1.txt,0.95,38,40,FANCY IF YOU CAN MY EXTREME HORROR AT FINDING A MOUSE DROWNED IN THAT PUDDING SAUCE I LIFTED THE MOUSE OUT WITH A SPOON AND THREW IT OUT IN THE YARD AND THEN I WASHED THE SPOON IN THREE WATERS,"And that he believed she would find company H, equally deserving of her consideration, she readily extended to the new act the home life privileges which the others had enjoyed. Thus, more friends came along us.",0.13415483300013875,4.720268438999938,0.4002064960000098,5.254629768000086,0.00826140146255954,0.29067929729812564,0.024645154091294575,0.32358585285197977,1
266,mic_fileid_266_doa106_3spk.wav,16.622125,3,"101,203,359",2,359,0.04839243766925162,enhanced_fileid_266_pred359_idx2_loudest.wav,359,0.0,text_fileid_266_doa359_spk1.txt,0.06666666666666667,3,45,HE ENUMERATED THE REFORMS PASSED FIFTY YEARS BEFORE ON THIS VERY DAY BY WHICH THE NATION ONCE AND FOR ALL DECLARED THE GLORY OF POVERTY AND MAN'S SYMPATHY WITH THE UNFORTUNATE SO HE HAD TOLD THEM HE WAS TO SING THE PRAISE OF PATIENT POVERTY,"He enumerated the reforms past 50 years before on this very day, by which the nation once and for all declared the glory of poverty and man's sympathy with the unfortunate. So he had told them he was to save the praise of patient poverty.",0.14425372400000924,4.881564267000158,0.44880251199992927,5.4746205030000965,0.008678416508118502,0.2936787123788419,0.02700030904592098,0.3293574379328814,1
267,mic_fileid_267_doa81_3spk.wav,16.799875,3,"80,185,317",0,80,0.024138221220664693,enhanced_fileid_267_pred80_idx0_loudest.wav,311,129.0,text_fileid_267_doa311_spk1.txt,1.0294117647058822,35,34,WE'LL ALL MEET HERE GREGG SAY ABOUT THE ZERO HOUR WE MUST TAKE SOME PRECAUTIONS THEN HE DISMISSED ME I FOUND VENZA SEATED ALONE IN A STARLIT CORNER OF THE SECLUDED DECK A PORTHOLE,"He had argued through the discourse of certain persons unknown to him, and had heard them talk of a most dangerous conspiracy. 108 Ruffians, as he learned, had been appointed to murder 108 Lawrence Encommoners.",0.15096283100001529,4.933476401000462,0.39229449000004024,5.4767337220005174,0.008985949657364432,0.2936614945647192,0.023351036242831583,0.3259984804649152,1
268,mic_fileid_268_doa43_3spk.wav,16.925,3,"39,74,351",2,351,0.06181511678178723,enhanced_fileid_268_pred351_idx2_loudest.wav,354,3.0,text_fileid_268_doa354_spk1.txt,0.20454545454545456,9,44,CLIMBED BACK INTO THE TREE MINUTES LATER HE DISCOVERED THAT THERE WERE MORE THAN TWO OF THE BEASTS WAITING QUIETLY ABOUT THE CAMP AND THAT THEIR SENTRY LINE RAN BETWEEN HIM AND THE CLEARING OF THE L B HE WITHDREW FARTHER INTO THE WOOD,"Clept back into the tree. Minutes later, he discovered that there were more than 200 beasts winging quietly about the camp, and that their sentry line ran between him and the clearing of the LB. He must be farther into the wood.",0.14093633799984673,5.057715836999705,0.4544634750000114,5.653115649999563,0.008327110073846188,0.2988310686558171,0.026851608567208942,0.33400978729687225,1
269,mic_fileid_269_doa18_3spk.wav,16.5305,3,"18,164,219",2,219,0.04155878174129016,enhanced_fileid_269_pred219_idx2_loudest.wav,163,56.0,text_fileid_269_doa163_spk1.txt,1.6538461538461537,43,26,ONE OF THESE CONCLUSIONS WAS THAT THERE WERE THINGS MORE SOLID IN LIFE THAN FINE WHISKERS AND A TITLE AND THAT IN ACCEPTING A SECOND HUSBAND,and made it extremely difficult to advance. Those who had sledges to drive had to be very attentive and support them so that they could not cap size on the big waves. And we who had no sledges found great difficulty in keeping our feet.,0.14083044600010908,4.837663075000364,0.4531699399999525,5.431663461000426,0.008519430507250783,0.2926507410544366,0.027414170170288406,0.32858434173197576,1
270,mic_fileid_270_doa4_3spk.wav,17.77675,3,"3,61,239",0,3,0.04344738454994346,enhanced_fileid_270_pred3_idx0_loudest.wav,4,1.0,text_fileid_270_doa4_spk1.txt,0.20588235294117646,7,34,BUT THE GROUND FOR THAT WAS GONE AND MISSUS LOW WAS NO LONGER PAINFULLY SEVERE A FEW WORDS WERE SAID AS TO HIS GREAT LOSS MISSUS LOW ONCE RAISED HER EYEBROWS IN PRETENDED SURPRISE,"that the ground for that was gone, and Mrs. Lowe was no longer painfully severe. A few words were said as did his great loss. Mrs. Lowe once raised her eyebrows in pretendent surprise.",0.1619863950004401,5.332922609000434,0.39862682800003313,5.893535832000907,0.009112261521393961,0.2999942401732844,0.022424055465708474,0.3315305571603869,1
271,mic_fileid_271_doa16_3spk.wav,16.862375,3,"16,118,187",2,187,0.04767873507718571,enhanced_fileid_271_pred187_idx2_loudest.wav,191,4.0,text_fileid_271_doa191_spk1.txt,0.21428571428571427,6,28,THE LATTER STREAM TRAVERSES DREARY PLAINS WHERE ALMOST NOTHING BUT SAGEBRUSH GROWS THE MAUMEE WATERS A SMILING VALLEY WHERE ORCHARDS FIELDS AND MEADOWS ALTERNATE WITH SUGAR MAPLE GROVES,"The biders' train traverses dreary plains, where almost nothing but sage bush grows. The momy waters a smiling valley, where orchards fields and meadows overdate with sugar maple groves.",0.15919308399998044,4.9222726259999945,0.36850074899984975,5.449966458999825,0.009440727299682308,0.2919086205828061,0.02185343102616623,0.3232027789086546,1
