fileid,chunk_count,chunk_indices,chunk_mic_files,audio_duration_sec,gt_dominant_spk1_doa,gt_text_file,wer,edit_distance,ref_words,reference,hypothesis,selected_doas,selected_doa_error_deg
218,4,"1,2,3,4",mic_fileid_218_doa157_3spk_1.wav|mic_fileid_218_doa157_3spk_2.wav|mic_fileid_218_doa157_3spk_3.wav|mic_fileid_218_doa157_3spk_4.wav,16,157,text_fileid_218_doa157_spk1.txt,0.1282051282051282,5,39,AND IT TOOK ONLY A FEW MINUTES EVERY TWELVE HOURS I HAD A MOMENT WITH CARTER IN THE ISOLATION OF HIS CHART ROOM THIS VOYAGE GREGG I'M GETTING LIKE YOU TOO FANCIFUL WE'VE A NORMAL GROUP OF PASSENGERS APPARENTLY,"and it took only a few minutes every 12 hours. I had a moment... with Carter in the isolation of his chart name. This voyage. Greg, I'm getting like you. Too fanciful. With normal group of passengers apparently.","150,151,156,157",3.5
219,4,"1,2,3,4",mic_fileid_219_doa56_3spk_1.wav|mic_fileid_219_doa56_3spk_2.wav|mic_fileid_219_doa56_3spk_3.wav|mic_fileid_219_doa56_3spk_4.wav,16,56,text_fileid_219_doa56_spk1.txt,0.42424242424242425,14,33,THEY WERE SAD AND DOWNHEARTED IN ALL THAT MISERY THE POOR ATTORNEY HAD THE WORST OF IT MARY WAS FREE FROM HER STEPMOTHER'S ZEAL AND HER STEPMOTHER'S PERSECUTION AT ANY RATE AT NIGHT,"They were sad and downhearted. all that misery, the poor attorney had the worst of it. Sovereign tempered and hook and pine. It has none of that hatch. execution at any rate at night.","56,55,237,65",47.25
220,5,"1,2,3,4,5",mic_fileid_220_doa23_3spk_1.wav|mic_fileid_220_doa23_3spk_2.wav|mic_fileid_220_doa23_3spk_3.wav|mic_fileid_220_doa23_3spk_4.wav|mic_fileid_220_doa23_3spk_5.wav,20,237,text_fileid_220_doa237_spk1.txt,0.5,15,30,BUT TELL ME ALL ABOUT IT WHY DO YOU WISH TO KNOW ASKED CAVALCANTI WHAT DO YOU AGAIN DEFY ME NO THE FACT IS I HAVE FOUND MY FATHER WHAT,But tell me all about it. Why do you wish to know? Asked Cavalcanti. What? Do you again to f- Among the gunboats doing duty on the inland waters of North Carolina in the I have found my father. What?,"235,237,22,235,58",65.6
221,4,"1,2,3,4",mic_fileid_221_doa91_3spk_1.wav|mic_fileid_221_doa91_3spk_2.wav|mic_fileid_221_doa91_3spk_3.wav|mic_fileid_221_doa91_3spk_4.wav,16,220,text_fileid_221_doa220_spk1.txt,0.07142857142857142,3,42,IT WAS BUT A LITTLE HELP THAT HE HAD TO MAKE OTHER THINGS OF THIS EARTH NOTHING CAN BE NEARER NOTHING THAN THIS EARTH AND YET HOW LITTLE OF THIS EARTH IS THE GREATEST MAN HE THINKS HE TREADS UPON THE EARTH,It was but a little help that he had to make other things of this Earth. Nothing can be nearer nothing than this Earth. And yet how little of this earth is the greatest man. eating sea treads upon the earth.,"219,219,218,220",1
222,4,"1,2,3,4",mic_fileid_222_doa144_3spk_1.wav|mic_fileid_222_doa144_3spk_2.wav|mic_fileid_222_doa144_3spk_3.wav|mic_fileid_222_doa144_3spk_4.wav,16,144,text_fileid_222_doa144_spk1.txt,0.38461538461538464,15,39,YOU HAVE ASSASSINATED WELL I SHOULD SAY IF YOU HAD ME TAKEN TO A PRIVATE ROOM ONLY TO TELL ME THIS YOU MIGHT HAVE SAVED YOURSELF THE TROUBLE I KNOW ALL THESE THINGS BUT THERE ARE SOME WITH WHICH,"You have assassinated. Well, I should say. slowly shook her head. Bibs do you? You might have saved yourself the trouble. I know all these things. things, but there are some with which.","155,165,162,162",17
223,5,"1,2,3,4,5",mic_fileid_223_doa16_3spk_1.wav|mic_fileid_223_doa16_3spk_2.wav|mic_fileid_223_doa16_3spk_3.wav|mic_fileid_223_doa16_3spk_4.wav|mic_fileid_223_doa16_3spk_5.wav,20,137,text_fileid_223_doa137_spk1.txt,0.21052631578947367,8,38,AND SELDOM FAIL RADICALLY TO ALTER THE ENTIRE MORAL CONSTITUTION OF THOSE WHO ARE THEIR OBJECTS IT APPEARS THAT ABOUT ONE HUNDRED YEARS PRIOR TO MISTER ELLISON'S ATTAINMENT OF HIS MAJORITY THERE HAD DIED IN A REMOTE PROVINCE,"and seldom felt radically to alter the entire moral custom. of those who are their objects. It appears that about 100 years prior to Mr. Ellison's attenu- of his majority, there had died in a remote park. Frobenz?","138,138,138,138,137",0.8
224,5,"1,2,3,4,5",mic_fileid_224_doa124_3spk_1.wav|mic_fileid_224_doa124_3spk_2.wav|mic_fileid_224_doa124_3spk_3.wav|mic_fileid_224_doa124_3spk_4.wav|mic_fileid_224_doa124_3spk_5.wav,20,124,text_fileid_224_doa124_spk1.txt,0.24489795918367346,12,49,THEY WENT TO THE VAULTS AND ENGAGED A PRIVATE ROOM WHERE BREAKFAST WAS SERVED TO THEM HAS MY HAIR TURNED GREY ASKED REHNHJELM PASSING HIS HAND OVER HIS HAIR WHICH WAS DAMP AND CLUNG CLOSELY TO HIS SKULL NO OLD MAN THAT DOESN'T OFTEN HAPPEN EVEN I'M NOT GREY,"They went to the vault and engaged a private room where breakfast was served. to them. passing his hand over his hair, which was damp and clung closely to a skull. No, old man, that doesn't often happen. Even I'm not great. Thank you.","129,129,128,127,247",28
225,4,"1,2,3,4",mic_fileid_225_doa14_3spk_1.wav|mic_fileid_225_doa14_3spk_2.wav|mic_fileid_225_doa14_3spk_3.wav|mic_fileid_225_doa14_3spk_4.wav,16,129,text_fileid_225_doa129_spk1.txt,0.10810810810810811,4,37,TO WHOM HE MADE KNOWN FULLY THE CHARACTER OF THE PLACE AND PEOPLE WHENCE HE HAD FLED THE DANGERS HE WAS EXPOSED TO FROM SLAVE HUNTERS AND THE STRONG HOPE HE CHERISHED OF REACHING FREE LAND SOON,To whom he made known fully the character of the place and people when he had fled. The dangers he was exposed to from slave hunters. and the strong hope he cherished of reaching free land soon. Was it typical?,"127,130,127,20",28.5
226,5,"1,2,3,4,5",mic_fileid_226_doa127_3spk_1.wav|mic_fileid_226_doa127_3spk_2.wav|mic_fileid_226_doa127_3spk_3.wav|mic_fileid_226_doa127_3spk_4.wav|mic_fileid_226_doa127_3spk_5.wav,20,292,text_fileid_226_doa292_spk1.txt,0.1,5,50,THE STATEMENT THAT HIS OLD FRIEND HAD BECOME A LORD AND WAS IN DANGER OF BEING AN EARL IF HE LIVED LONG ENOUGH CAUSED DICK TO SO OPEN HIS EYES AND MOUTH AND START THAT HIS CAP FELL OFF WHEN HE PICKED IT UP HE UTTERED A RATHER SINGULAR EXCLAMATION,"The statement that his old friend had become a Lord and was in danger of being and Earl if he lived long enough caused it to so open his eyes and mouth and start that his cap fell off. it up, he uttered a rather singular exclamation.","291,295,293,292,85",31.6
227,3,"1,2,3",mic_fileid_227_doa143_3spk_1.wav|mic_fileid_227_doa143_3spk_2.wav|mic_fileid_227_doa143_3spk_3.wav,12,143,text_fileid_227_doa143_spk1.txt,0.10714285714285714,3,28,AND FOR THAT VERY REASON I QUITE CONTENTEDLY OCCUPIED THE LOWEST IN REALITY EITHER TO BE A HERO OR TO GROVEL IN THE MUD THERE WAS NOTHING BETWEEN,And for that very reason I quite contentedly occupied the low... in reality. Either to be a hero or to grovel in the There was nothing in between.,"143,143,142",0.3333333333333333
228,4,"1,2,3,4",mic_fileid_228_doa105_3spk_1.wav|mic_fileid_228_doa105_3spk_2.wav|mic_fileid_228_doa105_3spk_3.wav|mic_fileid_228_doa105_3spk_4.wav,16,300,text_fileid_228_doa300_spk1.txt,0.21428571428571427,9,42,DOCTOR SITGREAVES DOES NOT MEAN A RIG'LAR SOLDIER BUT A REGULAR PHYSICIAN MADAM SAID THE TROOPER OH CRIED THE MAIDEN AGAIN CORRECTING HERSELF FOR THE BEST OF ALL REASONS THERE WAS NONE TO BE HAD SO I TOOK CARE OF HIM MYSELF,"Dr. Sittgris does not mean a regular soldier, but a regular physician that down to the trooper. Oh, cried the maiden, again correcting herself. the best of all reasons. There was none to be had, so I took care of him myself. direct instigation.","300,301,299,107",42.25
229,4,"1,2,3,4",mic_fileid_229_doa100_3spk_1.wav|mic_fileid_229_doa100_3spk_2.wav|mic_fileid_229_doa100_3spk_3.wav|mic_fileid_229_doa100_3spk_4.wav,16,100,text_fileid_229_doa100_spk1.txt,0.3142857142857143,11,35,AGAINST THE EMPEROR FERDINAND HITHERTO THE MOST FORTUNATE MONARCH OF HIS AGE WHO HAD SUBDUED AND ASTONISHED GERMANY BY THE RAPIDITY OF HIS VICTORIES DEEP IMPRESSIONS THEY SAW MUST BE MADE BY THE ENGLISH SWORD,"against the Emperor Ferdinand, hitherto the most fortunate. monarch of his age, who had subdued and astonished Germany. Tyren, who had taken the command of the French army, followed on must be made by the English sword.","99,100,259,99",40.25
230,4,"1,2,3,4",mic_fileid_230_doa73_3spk_1.wav|mic_fileid_230_doa73_3spk_2.wav|mic_fileid_230_doa73_3spk_3.wav|mic_fileid_230_doa73_3spk_4.wav,16,73,text_fileid_230_doa73_spk1.txt,0.7083333333333334,34,48,I MET THEM YESTERDAY AS THEY WERE COMING INTO THE CITY THEY WERE IN A DEPLORABLE CONDITION AND IT MOVED ME THE MORE BECAUSE I THOUGHT THEY WERE PERSONS OF RANK THROUGH ALL THE RAGS THAT COVERED THEM NOTWITHSTANDING THE IMPRESSION THE SUN HAS MADE ON THEIR FACES,"I'll take care of her. It was very naughty to come. bad but so long as you did you needed more about anything. Frank. Through all the rags that covered them, that was standing the impre- the sun has made on their faces.","343,344,73,74",45
231,4,"1,2,3,4",mic_fileid_231_doa125_3spk_1.wav|mic_fileid_231_doa125_3spk_2.wav|mic_fileid_231_doa125_3spk_3.wav|mic_fileid_231_doa125_3spk_4.wav,16,328,text_fileid_231_doa328_spk1.txt,0.13157894736842105,5,38,A CERTAIN SMALL RANK IS PROCURED FOR THEM THROUGH THE INTERVENTION OF THE REPRESENTATIVES OF THE ABOVE NOBLE FAMILIES WHO ON THE ISSUING OF THE REQUIRED PATENT RECEIVE AS THEIR PERQUISITE A FEE WHICH ALTHOUGH INSIGNIFICANT IN ITSELF,"A certain small rack is procured for them through the intervention. of the representatives of the above noble families who, on the issue of the issuing of the required patent, receive as their prerequisites a fee, which although insignificant in itself.","320,325,324,325",4.5
232,4,"1,2,3,4",mic_fileid_232_doa59_3spk_1.wav|mic_fileid_232_doa59_3spk_2.wav|mic_fileid_232_doa59_3spk_3.wav|mic_fileid_232_doa59_3spk_4.wav,16,339,text_fileid_232_doa339_spk1.txt,0.19444444444444445,7,36,BUT NOW THE ATTEMPT HAD BEEN MADE AND WORDS HAD BEEN FORCED FROM LILY'S LIPS THE SPEAKING OF WHICH WOULD NEVER BE FORGOTTEN BY HERSELF I KNEW THAT IT WOULD BE SO SAID JOHN AH YES,"But now the attempt had been made and words have been forced from Lily's lips, the speaking of which would never be forgotten by herself. I knew that it would be so, said John. a few confused, half inarticulate syllables.","338,338,339,66",22.25
233,5,"1,2,3,4,5",mic_fileid_233_doa132_3spk_1.wav|mic_fileid_233_doa132_3spk_2.wav|mic_fileid_233_doa132_3spk_3.wav|mic_fileid_233_doa132_3spk_4.wav|mic_fileid_233_doa132_3spk_5.wav,20,203,text_fileid_233_doa203_spk1.txt,0.32075471698113206,17,53,I TOLD HER THAT AT THE FOREST INN THE LANDLORD FOUND US IN BOARD AND LODGING VERY WELL THEN SAID SHE I WILL DO THE SAME WHEN DO YOU PROPOSE TO COMMENCE TO NIGHT SAID I THEN SAID SHE I'LL TELL THE OSTLER TO LIGHT UP THE ROOM AND GET YOUR STAGE READY,"I told her that at the forest in the landlord found us in board logic Very well then, Sitchi. I will do the same. those to commit. Tonight's a lie. And since she, I'll tell the hospital to light up the room and get your stage ready.","203,202,202,203,339",27.6
234,5,"1,2,3,4,5",mic_fileid_234_doa1_3spk_1.wav|mic_fileid_234_doa1_3spk_2.wav|mic_fileid_234_doa1_3spk_3.wav|mic_fileid_234_doa1_3spk_4.wav|mic_fileid_234_doa1_3spk_5.wav,20,89,text_fileid_234_doa89_spk1.txt,0.2631578947368421,15,57,AS IT WAS TO THE MEN ABOUT HIM THE GREEDY THING IN HIM WANTED TO MAKE MONEY FASTER THAN IT COULD BE MADE BY TILLING THE LAND MORE THAN ONCE HE WENT INTO WINESBURG TO TALK WITH HIS SON IN LAW JOHN HARDY ABOUT IT YOU ARE A BANKER AND YOU WILL HAVE CHANCES I NEVER HAD,as it was to the men about him. The greedy thing in him won't be a problem. wanted to make money faster than it could be made by telling the land. more than once he went into Leinsberg to talk with his son-in-law John. about it. You were a banker and you only had choices I never had. you,"90,88,90,89,96",2
235,4,"1,2,3,4",mic_fileid_235_doa20_3spk_1.wav|mic_fileid_235_doa20_3spk_2.wav|mic_fileid_235_doa20_3spk_3.wav|mic_fileid_235_doa20_3spk_4.wav,16,209,text_fileid_235_doa209_spk1.txt,0.07692307692307693,3,39,MISTER DINSMORE PASSED OUT OF ONE DOOR WHILE ELSIE LEFT BY THE OTHER THE THREE LITTLE GIRLS LOOKED INQUIRINGLY INTO EACH OTHER'S FACES WHAT IS THE MATTER WHAT HAS ELSIE DONE ASKED CARRY IN A WHISPER I DON'T KNOW,Mr. Dins were passed out of one door while Elsie left by the other. The three little girls looked inquiringly into each other's faces. What is the matter? What has Elsie done?" asked carry in a whisper? I don't know.,"204,205,205,206",4
236,4,"1,2,3,4",mic_fileid_236_doa56_3spk_1.wav|mic_fileid_236_doa56_3spk_2.wav|mic_fileid_236_doa56_3spk_3.wav|mic_fileid_236_doa56_3spk_4.wav,16,189,text_fileid_236_doa189_spk1.txt,0.0975609756097561,4,41,ON THE SUMMIT OF WHICH THEY LEFT HER ALONE AND WITH SORROWFUL HEARTS RETURNED HOME WHILE PSYCHE STOOD ON THE RIDGE OF THE MOUNTAIN PANTING WITH FEAR AND WITH EYES FULL OF TEARS THE GENTLE ZEPHYR RAISED HER FROM THE EARTH,"on the summit of which they left her alone, and with sorrowful hearts returned home, while Psyche stood on the bridge of the mountain. panting with fear and with eyes full of tears, the gentle zapp- a raised term from the Earth.","190,189,188,209",5.5
237,5,"1,2,3,4,5",mic_fileid_237_doa41_3spk_1.wav|mic_fileid_237_doa41_3spk_2.wav|mic_fileid_237_doa41_3spk_3.wav|mic_fileid_237_doa41_3spk_4.wav|mic_fileid_237_doa41_3spk_5.wav,20,41,text_fileid_237_doa41_spk1.txt,0.1702127659574468,8,47,COME AS OFTEN AS YOU LIKE REPLIED PEWEE THE OFTENER THE BETTER BACK IN THE OLD BRIAR PATCH PETER THOUGHT OVER ALL HE HAD LEARNED ABOUT THE FLYCATCHER FAMILY AND AS HE RECALLED HOW THEY WERE FOREVER CATCHING ALL SORTS OF FLYING INSECTS IT SUDDENLY STRUCK HIM,"Come as often as you like or plant Pee Wee, the often or the better. Back in the old Briar patch, Peter thought over all he had learned. about the fly catcher family and as he recalled how they were forever catching all sorts of flying insects. It suddenly struck him.","38,38,40,40,140",21.4
238,4,"1,2,3,4",mic_fileid_238_doa19_3spk_1.wav|mic_fileid_238_doa19_3spk_2.wav|mic_fileid_238_doa19_3spk_3.wav|mic_fileid_238_doa19_3spk_4.wav,16,155,text_fileid_238_doa155_spk1.txt,0.1,4,40,THERE IS ONE OF THE FAMILY HERE TO DAY ON ON BUSINESS SHE SAID AT LAST IF YOU WILL GIVE ME YOUR NAME I WILL ASK IF THAT PERSON WOULD LIKE TO SEE YOU OH THAT IS HARDLY WORTH WHILE,"There is one of the family here today on on business,"" she said at last. If you will give me your name. I will ask if that person would like to see you. Oh, that is hardly worthwhile.","134,154,154,136",10.5
239,4,"1,2,3,4",mic_fileid_239_doa4_3spk_1.wav|mic_fileid_239_doa4_3spk_2.wav|mic_fileid_239_doa4_3spk_3.wav|mic_fileid_239_doa4_3spk_4.wav,16,94,text_fileid_239_doa94_spk1.txt,0.17142857142857143,6,35,HE IS IN THE LINE OF ALL THOSE TRAMPS AND STAGE IRISHMEN WHO HAVE GONE THROUGH LIFE WITH SO FINE A SWAGGER OF WORDS THIS ONLY MEANS THAT IN HIS LIFE HE IS AN ARTIST,"He is in the line of all those tramps and state Irishmen who would come to life with so fine a swagger of words. This only means that in his life, he is an artist. years passed.","94,93,93,4",23
240,5,"1,2,3,4,5",mic_fileid_240_doa116_3spk_1.wav|mic_fileid_240_doa116_3spk_2.wav|mic_fileid_240_doa116_3spk_3.wav|mic_fileid_240_doa116_3spk_4.wav|mic_fileid_240_doa116_3spk_5.wav,20,116,text_fileid_240_doa116_spk1.txt,0.125,6,48,PUT HER INTO A CARRIAGE AND MINISTERED TO HER WANTS WITH THE HELP OF A TEA BASKET CONTAINING THE DELICIOUS NOVELTY OF ENGLISH BREAD AND BUTTER IN HALF AN HOUR'S TIME THEY WERE STEAMING HURRIEDLY TOWARDS LONDON SHE WAS TO LODGE AT A SMALL HOTEL IN JERMYN STREET,"Put her into a carriage and minister to her once with the help of a teabag. containing the delicious novelty of English bread and butter. In half an hour's time, they were steaming hurriedly toward London. She was to lodge at a small hotel in German Street.","118,117,118,117,121",2.2
241,5,"1,2,3,4,5",mic_fileid_241_doa46_3spk_1.wav|mic_fileid_241_doa46_3spk_2.wav|mic_fileid_241_doa46_3spk_3.wav|mic_fileid_241_doa46_3spk_4.wav|mic_fileid_241_doa46_3spk_5.wav,20,314,text_fileid_241_doa314_spk1.txt,0.13043478260869565,6,46,WHAT WAS MY DUTY TO DO AND I STATED THE ARGUMENTS WITH WHICH MY BROTHER HAD PRESSED ME TO GO INTO THE COUNTRY AND I SET AGAINST THEM THE STRONG IMPRESSIONS WHICH I HAD ON MY MIND FOR STAYING THE VISIBLE CALL I SEEMED TO HAVE,What was my duty to do? And I stated the argument with which my brother had pressed me to go into the country. said against them the strong impressions which I had on my mind for staying. The visible call I seem to health.,"314,314,313,313,314",0.4
242,4,"1,2,3,4",mic_fileid_242_doa20_3spk_1.wav|mic_fileid_242_doa20_3spk_2.wav|mic_fileid_242_doa20_3spk_3.wav|mic_fileid_242_doa20_3spk_4.wav,16,182,text_fileid_242_doa182_spk1.txt,0.3076923076923077,12,39,AND EVERY KNIGHT SHALL HAVE A SQUIRE AND TWO YEOMAN AND ALL WELL HORSED FOR THUS IT CHANCED ONE MORN WHEN ALL THE COURT GREEN SUITED BUT WITH PLUMES THAT MOCK'D THE MAY HAD BEEN THEIR WONT A MAYING,"And every night shall have a squire and two yeomen. and all well-horst. For thus it chanced one more when all the court greensuited but with plumes that mopped the maze. had been their want, amaing.","187,186,185,184",3.5
243,5,"1,2,3,4,5",mic_fileid_243_doa137_3spk_1.wav|mic_fileid_243_doa137_3spk_2.wav|mic_fileid_243_doa137_3spk_3.wav|mic_fileid_243_doa137_3spk_4.wav|mic_fileid_243_doa137_3spk_5.wav,20,169,text_fileid_243_doa169_spk1.txt,0.25,9,36,FIND SOMEONE IN TROUBLE AND CHEER THEM ENCOURAGE THEM HELP THEM AND YOU WILL DELIVER YOURSELF YOU WILL COMFORT YOURSELF WHEN YOU COMFORT ANOTHER YOU CANNOT LOSE A LOVED ONE THO ABSENT FROM THE EARTH PLANE,"Find someone in trouble and cheer them. Encourage them. help them and you will deliver yourself. will comfort yourself when you comfort another. You cannot lose a little bit of your strength. loved one, though absent from the earth playing. Nets.","168,168,168,166,260",19.4
244,4,"1,2,3,4",mic_fileid_244_doa170_3spk_1.wav|mic_fileid_244_doa170_3spk_2.wav|mic_fileid_244_doa170_3spk_3.wav|mic_fileid_244_doa170_3spk_4.wav,16,301,text_fileid_244_doa301_spk1.txt,0,0,38,BUT WHICH ARE NECESSARY TO MAKE UP THE TRUE CHARACTER OF A PIRATE THE HISTORIAN JOHN SEEMS TO HAVE BEEN VERY MUCH CUT UP BY THE MANNER IN WHICH HIS FAVORITE HERO HAD ROUNDED OFF HIS PIRATICAL CAREER,but which are necessary to make up the true character of a pirate. The historian John seems to have been very much cut up. by the manner in which his favorite hero had rounded off his piratical career.,"308,309,300,300",4.25
245,5,"1,2,3,4,5",mic_fileid_245_doa25_3spk_1.wav|mic_fileid_245_doa25_3spk_2.wav|mic_fileid_245_doa25_3spk_3.wav|mic_fileid_245_doa25_3spk_4.wav|mic_fileid_245_doa25_3spk_5.wav,20,25,text_fileid_245_doa25_spk1.txt,0.125,6,48,AND ENDEAVOURED TO COMFORT THEM THEY TREATED THEM AS WELL AS THEIR POVERTY WOULD PERMIT TOOK OFF THEIR HORSE HAIR SHIFTS WHICH WERE VERY UNEASY TO THEM AND PUT ON THEM OTHERS WHICH THEY GAVE THEM WITH SHOES AND SOMETHING TO COVER THEIR HEADS AND SAVE THEIR HAIR,and endeavored to comfort them. They treated them as well as their power. would permit. Took off their horsehair shifts which were very ugly. easy to them and put on them others which they gave them with shoes. and something to cover their heads and save their hair.,"39,36,25,43,255",34.6
246,5,"1,2,3,4,5",mic_fileid_246_doa28_3spk_1.wav|mic_fileid_246_doa28_3spk_2.wav|mic_fileid_246_doa28_3spk_3.wav|mic_fileid_246_doa28_3spk_4.wav|mic_fileid_246_doa28_3spk_5.wav,20,28,text_fileid_246_doa28_spk1.txt,0.23255813953488372,10,43,LUKASHKA WENT UP TO THE SPEAKER AND SAT DOWN OF WHAT VILLAGE ASKED HE FROM THERE IN THE HILLS REPLIED THE SCOUT POINTING TO THE MISTY BLUISH GORGE BEYOND THE TEREK DO YOU KNOW SUUK SU IT IS ABOUT EIGHT MILES BEYOND THAT,"Vokoshka went up to the speaker and sat down. At what village? As he, from there in the hills, replied the scout. pointing to the misty blueish gorge beyond the terec. Do you know Tsuk-Soo? It is about 8 miles beyond that. Thank you.","27,26,26,27,106",16.8
247,4,"1,2,3,4",mic_fileid_247_doa22_3spk_1.wav|mic_fileid_247_doa22_3spk_2.wav|mic_fileid_247_doa22_3spk_3.wav|mic_fileid_247_doa22_3spk_4.wav,16,22,text_fileid_247_doa22_spk1.txt,0.08333333333333333,3,36,WHEN TWO MOUTHS RENDERED SACRED BY LOVE APPROACH TO CREATE IT IS IMPOSSIBLE THAT THERE SHOULD NOT BE ABOVE THAT INEFFABLE KISS A QUIVERING THROUGHOUT THE IMMENSE MYSTERY OF STARS THESE FELICITIES ARE THE TRUE ONES,"When two mouths rendered sacred by love approached to create It is impossible there should not be above that ineffable key. kiss, a quivering throughout the immense mystery of stars. These felicities are the true ones.","22,22,24,22",0.5
