fileid,speaker_id,gt_doa,selected_predicted_doa,selected_source_index,doa_error_deg,candidate_predicted_doas,candidate_wavs,selected_wav
196,3,111,112,3,1.0,"0,112,50",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_196/enhanced_fileid_196_preddoa0_src1.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_196/enhanced_fileid_196_preddoa112_src3.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_196/enhanced_fileid_196_preddoa50_src2.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_196/enhanced_fileid_196_preddoa112_src3.wav
197,1,318,318,3,0.0,"318,48,8",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_197/enhanced_fileid_197_preddoa318_src3.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_197/enhanced_fileid_197_preddoa48_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_197/enhanced_fileid_197_preddoa8_src1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_197/enhanced_fileid_197_preddoa318_src3.wav
197,2,43,48,2,5.0,"318,48,8",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_197/enhanced_fileid_197_preddoa318_src3.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_197/enhanced_fileid_197_preddoa48_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_197/enhanced_fileid_197_preddoa8_src1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_197/enhanced_fileid_197_preddoa48_src2.wav
197,3,7,8,1,1.0,"318,48,8",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_197/enhanced_fileid_197_preddoa318_src3.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_197/enhanced_fileid_197_preddoa48_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_197/enhanced_fileid_197_preddoa8_src1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_197/enhanced_fileid_197_preddoa8_src1.wav
198,1,109,110,2,1.0,"110,136,3",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_198/enhanced_fileid_198_preddoa110_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_198/enhanced_fileid_198_preddoa136_src3.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_198/enhanced_fileid_198_preddoa3_src1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_198/enhanced_fileid_198_preddoa110_src2.wav
198,2,322,3,1,41.0,"110,136,3",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_198/enhanced_fileid_198_preddoa110_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_198/enhanced_fileid_198_preddoa136_src3.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_198/enhanced_fileid_198_preddoa3_src1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_198/enhanced_fileid_198_preddoa3_src1.wav
198,3,5,3,1,2.0,"110,136,3",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_198/enhanced_fileid_198_preddoa110_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_198/enhanced_fileid_198_preddoa136_src3.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_198/enhanced_fileid_198_preddoa3_src1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_198/enhanced_fileid_198_preddoa3_src1.wav
199,1,56,102,1,46.0,"102,198,251",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_199/enhanced_fileid_199_preddoa102_src1.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_199/enhanced_fileid_199_preddoa198_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_199/enhanced_fileid_199_preddoa251_src3.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_199/enhanced_fileid_199_preddoa102_src1.wav
199,2,261,251,3,10.0,"102,198,251",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_199/enhanced_fileid_199_preddoa102_src1.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_199/enhanced_fileid_199_preddoa198_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_199/enhanced_fileid_199_preddoa251_src3.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_199/enhanced_fileid_199_preddoa251_src3.wav
199,3,103,102,1,1.0,"102,198,251",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_199/enhanced_fileid_199_preddoa102_src1.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_199/enhanced_fileid_199_preddoa198_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_199/enhanced_fileid_199_preddoa251_src3.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_199/enhanced_fileid_199_preddoa102_src1.wav
200,1,228,229,2,1.0,"111,229,307",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_200/enhanced_fileid_200_preddoa111_src1.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_200/enhanced_fileid_200_preddoa229_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_200/enhanced_fileid_200_preddoa307_src3.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_200/enhanced_fileid_200_preddoa229_src2.wav
200,2,103,111,1,8.0,"111,229,307",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_200/enhanced_fileid_200_preddoa111_src1.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_200/enhanced_fileid_200_preddoa229_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_200/enhanced_fileid_200_preddoa307_src3.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_200/enhanced_fileid_200_preddoa111_src1.wav
200,3,315,307,3,8.0,"111,229,307",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_200/enhanced_fileid_200_preddoa111_src1.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_200/enhanced_fileid_200_preddoa229_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_200/enhanced_fileid_200_preddoa307_src3.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_200/enhanced_fileid_200_preddoa307_src3.wav
201,1,27,27,1,0.0,"114,208,27",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_201/enhanced_fileid_201_preddoa114_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_201/enhanced_fileid_201_preddoa208_src3.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_201/enhanced_fileid_201_preddoa27_src1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_201/enhanced_fileid_201_preddoa27_src1.wav
201,2,117,114,2,3.0,"114,208,27",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_201/enhanced_fileid_201_preddoa114_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_201/enhanced_fileid_201_preddoa208_src3.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_201/enhanced_fileid_201_preddoa27_src1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_201/enhanced_fileid_201_preddoa114_src2.wav
201,3,210,208,3,2.0,"114,208,27",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_201/enhanced_fileid_201_preddoa114_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_201/enhanced_fileid_201_preddoa208_src3.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_201/enhanced_fileid_201_preddoa27_src1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_201/enhanced_fileid_201_preddoa208_src3.wav
202,1,293,310,3,17.0,"189,310,82",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_202/enhanced_fileid_202_preddoa189_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_202/enhanced_fileid_202_preddoa310_src3.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_202/enhanced_fileid_202_preddoa82_src1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_202/enhanced_fileid_202_preddoa310_src3.wav
202,2,79,82,1,3.0,"189,310,82",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_202/enhanced_fileid_202_preddoa189_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_202/enhanced_fileid_202_preddoa310_src3.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_202/enhanced_fileid_202_preddoa82_src1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_202/enhanced_fileid_202_preddoa82_src1.wav
202,3,173,189,2,16.0,"189,310,82",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_202/enhanced_fileid_202_preddoa189_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_202/enhanced_fileid_202_preddoa310_src3.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_202/enhanced_fileid_202_preddoa82_src1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_202/enhanced_fileid_202_preddoa189_src2.wav
203,1,88,89,2,1.0,"122,25,89",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_203/enhanced_fileid_203_preddoa122_src3.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_203/enhanced_fileid_203_preddoa25_src1.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_203/enhanced_fileid_203_preddoa89_src2.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_203/enhanced_fileid_203_preddoa89_src2.wav
203,2,121,122,3,1.0,"122,25,89",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_203/enhanced_fileid_203_preddoa122_src3.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_203/enhanced_fileid_203_preddoa25_src1.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_203/enhanced_fileid_203_preddoa89_src2.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_203/enhanced_fileid_203_preddoa122_src3.wav
203,3,25,25,1,0.0,"122,25,89",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_203/enhanced_fileid_203_preddoa122_src3.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_203/enhanced_fileid_203_preddoa25_src1.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_203/enhanced_fileid_203_preddoa89_src2.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_203/enhanced_fileid_203_preddoa25_src1.wav
204,1,190,190,1,0.0,"190,262,318",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_204/enhanced_fileid_204_preddoa190_src1.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_204/enhanced_fileid_204_preddoa262_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_204/enhanced_fileid_204_preddoa318_src3.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_204/enhanced_fileid_204_preddoa190_src1.wav
204,2,261,262,2,1.0,"190,262,318",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_204/enhanced_fileid_204_preddoa190_src1.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_204/enhanced_fileid_204_preddoa262_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_204/enhanced_fileid_204_preddoa318_src3.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_204/enhanced_fileid_204_preddoa262_src2.wav
204,3,320,318,3,2.0,"190,262,318",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_204/enhanced_fileid_204_preddoa190_src1.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_204/enhanced_fileid_204_preddoa262_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_204/enhanced_fileid_204_preddoa318_src3.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_204/enhanced_fileid_204_preddoa318_src3.wav
205,1,262,260,3,2.0,"154,260,77",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_205/enhanced_fileid_205_preddoa154_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_205/enhanced_fileid_205_preddoa260_src3.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_205/enhanced_fileid_205_preddoa77_src1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_205/enhanced_fileid_205_preddoa260_src3.wav
205,2,137,154,2,17.0,"154,260,77",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_205/enhanced_fileid_205_preddoa154_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_205/enhanced_fileid_205_preddoa260_src3.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_205/enhanced_fileid_205_preddoa77_src1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_205/enhanced_fileid_205_preddoa154_src2.wav
205,3,68,77,1,9.0,"154,260,77",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_205/enhanced_fileid_205_preddoa154_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_205/enhanced_fileid_205_preddoa260_src3.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_205/enhanced_fileid_205_preddoa77_src1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_205/enhanced_fileid_205_preddoa77_src1.wav
206,1,56,55,1,1.0,"108,266,55",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_206/enhanced_fileid_206_preddoa108_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_206/enhanced_fileid_206_preddoa266_src3.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_206/enhanced_fileid_206_preddoa55_src1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_206/enhanced_fileid_206_preddoa55_src1.wav
